namespace,key,category,description,locked,vi-VN,en-US
x2.resident_app,amenity.booking_cancelled,amenity,"Snackbar shown after a booking is cancelled from the list",False,"Đã huỷ lịch đặt","Booking cancelled"
x2.resident_app,amenity.detail_title,amenity,"App bar title on the amenity detail screen",False,"Chi tiết tiện ích","Amenity details"
x2.resident_app,amenity.capacity,amenity,"Capacity chip on the amenity detail screen",False,"Sức chứa {count}","Capacity {count}"
x2.resident_app,amenity.choose_date,amenity,"Section header for choosing a booking date",False,"Chọn ngày","Choose a date"
x2.resident_app,amenity.choose_booking_date,amenity,"Placeholder on the date picker row",False,"Chọn ngày đặt","Choose a booking date"
x2.resident_app,amenity.time_slot,amenity,"Section header / field label for the time slot",False,"Khung giờ","Time slot"
x2.resident_app,amenity.pick_date_for_slots,amenity,"Hint to pick a date before slots appear",False,"Chọn ngày để xem khung giờ còn trống.","Pick a date to see available time slots."
x2.resident_app,amenity.party_size,amenity,"Field label for the number of people",False,"Số người","Number of people"
x2.resident_app,amenity.note_optional,amenity,"Optional note text field label",False,"Ghi chú (tuỳ chọn)","Note (optional)"
x2.resident_app,amenity.submitting,amenity,"Primary button label while a booking is being sent",False,"Đang gửi…",Sending…
x2.resident_app,amenity.request_booking,amenity,"Primary button for amenities that require approval",False,"Gửi yêu cầu đặt","Send booking request"
x2.resident_app,amenity.please_choose_date,amenity,"Validation snackbar when no date is chosen",False,"Vui lòng chọn ngày đặt.","Please choose a booking date."
x2.resident_app,amenity.request_sent_pending,amenity,"Snackbar when an approval-required booking is submitted",False,"Đã gửi yêu cầu đặt (chờ duyệt)","Booking request sent (awaiting approval)"
x2.resident_app,amenity.slots_load_failed,amenity,"Error line when time slots fail to load",False,"Không tải được khung giờ.","Couldn't load time slots."
x2.resident_app,amenity.no_slots_for_day,amenity,"Message when a day has no bookable slots",False,"Ngày này chưa có khung giờ đặt.","No time slots available for this day."
x2.resident_app,amenity.slot_full,amenity,"Slot chip label when the slot is full",False,"Hết chỗ",Full
x2.resident_app,amenity.slots_remaining,amenity,"Slot chip label showing remaining spots",False,"Còn {count} chỗ","{count} spots left"
x2.resident_app,amenity.status_pending,amenity,"Booking status: awaiting confirmation",False,"Chờ xác nhận","Pending confirmation"
x2.resident_app,amenity.status_confirmed,amenity,"Booking status: confirmed",False,"Đã xác nhận",Confirmed
x2.resident_app,amenity.status_completed,amenity,"Booking status: used",False,"Đã sử dụng",Used
x2.resident_app,amenity.status_cancelled,amenity,"Booking status: cancelled",False,"Đã huỷ",Cancelled
x2.resident_app,amenity.status_cancelled_rejected,amenity,"Grouped status header for cancelled or rejected bookings",False,"Đã huỷ / từ chối","Cancelled / rejected"
x2.resident_app,amenity.status_updating,amenity,"Fallback booking status for unknown values",False,"Đang cập nhật",Updating
x2.resident_app,amenity.filter_all,amenity,"Filter pill: all bookings with count",False,"Tất cả ({count})","All ({count})"
x2.resident_app,amenity.filter_active,amenity,"Filter pill: active bookings with count",False,"Đang đặt ({count})","Active ({count})"
x2.resident_app,amenity.no_active_bookings_title,amenity,"Empty-state title for the active filter",False,"Không có lượt đặt nào đang hiệu lực","No active bookings"
x2.resident_app,amenity.no_active_bookings_message,amenity,"Empty-state message for the active filter",False,"Các lượt đã dùng hoặc đã huỷ nằm ở mục ""Tất cả"".","Used or cancelled bookings are under ""All""."
x2.resident_app,amenity.not_booked_title,amenity,"Empty-state title when the resident hasn't booked this amenity",False,"Bạn chưa đặt tiện ích này","You haven't booked this amenity"
x2.resident_app,amenity.not_booked_message,amenity,"Empty-state message when the resident hasn't booked this amenity",False,"Đặt một lượt để theo dõi ở đây.","Make a booking to track it here."
x2.resident_app,amenity.code_label,amenity,"Booking code line on the booking card",False,"Mã: {code}","Code: {code}"
x2.resident_app,amenity.people_count,amenity,"Party size line on the booking card",False,"{count} người","{count} people"
x2.resident_app,amenity.comments_semantic,amenity,"Accessibility label for the comments button",False,"{count} bình luận, mở trao đổi với BQL","{count} comments, open discussion with the management"
x2.resident_app,amenity.booking_slip_title,amenity,"Title of the booking slip detail screen",False,"Phiếu đặt tiện ích","Amenity booking slip"
x2.resident_app,amenity.slip_code_subtitle,amenity,"Subtitle showing the slip code",False,"Mã phiếu {code}","Slip code {code}"
x2.resident_app,amenity.slip_code,amenity,"Slip field label for the slip code",False,"Mã phiếu","Slip code"
x2.resident_app,amenity.booking_date,amenity,"Slip field label for the booking date",False,"Ngày đặt","Booking date"
x2.resident_app,amenity.fee,amenity,"Slip field label for the fee",False,Phí,Fee
x2.resident_app,amenity.cancel_booking_action,amenity,"Slip action / confirm button to cancel a booking",False,"Huỷ lịch đặt","Cancel booking"
x2.resident_app,amenity.timeline_requested,amenity,"Timeline step: booking request sent",False,"Đã gửi yêu cầu đặt","Booking request sent"
x2.resident_app,amenity.timeline_resident_cancelled,amenity,"Timeline step: cancelled by resident",False,"Cư dân đã huỷ","Cancelled by resident"
x2.resident_app,amenity.timeline_rejected,amenity,"Timeline step: rejected by management",False,"Ban quản lý từ chối","Rejected by management"
x2.resident_app,amenity.rejected_reason_note,amenity,"Note under a rejected timeline step",False,"Xem lý do trong khung trao đổi với Ban quản lý.","See the reason in the discussion with the management."
x2.resident_app,amenity.timeline_confirmed,amenity,"Timeline step: confirmed by management",False,"Ban quản lý xác nhận","Confirmed by management"
x2.resident_app,amenity.cancel_booking_confirm_message2,amenity,"Confirm dialog message on the booking detail screen",False,"Lịch đặt {name} sẽ bị huỷ.","Your booking for {name} will be cancelled."
x2.resident_app,amenity.booking_cancelled_notice,amenity,"Snackbar shown after cancelling from the detail screen",False,"Đã huỷ lịch đặt.","Booking cancelled."
x2.resident_app,visitor.status_pending,visitor,"Visitor status: awaiting approval",False,"Chờ duyệt","Awaiting approval"
x2.resident_app,visitor.status_checked_in,visitor,"Visitor status: checked in",False,"Đã vào","Checked in"
x2.resident_app,visitor.status_checked_out,visitor,"Visitor status: checked out",False,"Đã ra","Checked out"
x2.resident_app,visitor.status_cancelled,visitor,"Visitor status: cancelled",False,"Đã huỷ",Cancelled
x2.resident_app,visitor.register,visitor,"Floating action button label to register a visitor",False,"Đăng ký",Register
x2.resident_app,visitor.list_load_failed,visitor,"Error title when the visitor list fails to load",False,"Không tải được danh sách","Couldn't load the list"
x2.resident_app,visitor.try_again,visitor,"Generic retry hint under an error state",False,"Vui lòng thử lại.","Please try again."
x2.resident_app,visitor.empty_title,visitor,"Empty-state title when there are no registrations",False,"Chưa có lượt đăng ký","No registrations yet"
x2.resident_app,visitor.empty_message,visitor,"Empty-state message when there are no registrations",False,"Đăng ký khách để bảo vệ cấp mã ra vào.","Register a visitor so security can issue an access code."
x2.resident_app,visitor.cancel_confirm_title,visitor,"Confirm dialog title for cancelling a registration",False,"Huỷ đăng ký khách?","Cancel visitor registration?"
x2.resident_app,visitor.cancel_confirm_message,visitor,"Confirm dialog message for cancelling a registration",False,"Huỷ lượt đăng ký cho {name}?","Cancel the registration for {name}?"
x2.resident_app,visitor.cancel_registration,visitor,"Button to cancel a visitor registration",False,"Huỷ đăng ký","Cancel registration"
x2.resident_app,visitor.registration_cancelled,visitor,"Snackbar after cancelling from the list",False,"Đã huỷ đăng ký","Registration cancelled"
x2.resident_app,visitor.code_label,visitor,"Access code line on the visitor card",False,"Mã: {code}","Code: {code}"
x2.resident_app,visitor.code_copied,visitor,"Snackbar after copying the code from the card",False,"Đã sao chép mã","Code copied"
x2.resident_app,visitor.expected_arrival,visitor,"Expected arrival line on the visitor card",False,"Dự kiến đến: {time}","Expected arrival: {time}"
x2.resident_app,visitor.guest_count,visitor,"Number of guests line on the visitor card",False,"{count} khách","{count} guests"
x2.resident_app,visitor.access_code,visitor,"Access code button / pass screen title",False,"Mã ra vào","Access code"
x2.resident_app,visitor.discuss_with_management,visitor,"Button to open the discussion with management",False,"Trao đổi với BQL","Discuss with management"
x2.resident_app,visitor.name_label,visitor,"Required visitor name text field label",False,"Tên khách *","Visitor name *"
x2.resident_app,visitor.name_required,visitor,"Validation message when the name is empty",False,"Nhập tên khách","Enter the visitor's name"
x2.resident_app,visitor.phone_label,visitor,"Phone number text field label",False,"Số điện thoại","Phone number"
x2.resident_app,visitor.purpose_label,visitor,"Purpose text field label",False,"Mục đích",Purpose
x2.resident_app,visitor.plate_label,visitor,"License plate text field label",False,"Biển số xe","License plate"
x2.resident_app,visitor.guests_label,visitor,"Number-of-guests stepper label",False,"Số khách","Number of guests"
x2.resident_app,visitor.expected_at_label,visitor,"Expected arrival date/time picker label",False,"Thời gian dự kiến đến *","Expected arrival time *"
x2.resident_app,visitor.pick_date_time,visitor,"Placeholder on the arrival date/time picker",False,"Chọn ngày & giờ","Pick date & time"
x2.resident_app,visitor.photo_hint,visitor,"Hint under the visitor photo picker",False,"Ảnh giấy tờ khách, biển số xe… giúp bảo vệ đối chiếu nhanh","Photos of the visitor's ID or license plate help security verify quickly"
x2.resident_app,visitor.submitting,visitor,"Primary button label while the registration is being sent",False,"Đang gửi…",Sending…
x2.resident_app,visitor.submit,visitor,"Primary button to submit a registration",False,"Gửi đăng ký","Submit registration"
x2.resident_app,visitor.please_choose_expected,visitor,"Validation snackbar when arrival time is missing",False,"Vui lòng chọn thời gian dự kiến đến.","Please choose the expected arrival time."
x2.resident_app,visitor.registration_sent,visitor,"Snackbar after a registration is submitted",False,"Đã gửi đăng ký khách","Visitor registration sent"
x2.resident_app,visitor.slip_title,visitor,"Title of the visitor registration slip detail screen",False,"Phiếu đăng ký khách","Visitor registration slip"
x2.resident_app,visitor.access_code_subtitle,visitor,"Subtitle showing the access code",False,"Mã ra vào {code}","Access code {code}"
x2.resident_app,visitor.slip_code,visitor,"Slip field label for the slip code",False,"Mã phiếu","Slip code"
x2.resident_app,visitor.party_size,visitor,"Slip/pass field label for the number of people",False,"Số người","Number of people"
x2.resident_app,visitor.phone_short,visitor,"Slip field label for the phone number",False,"Điện thoại",Phone
x2.resident_app,visitor.expected_arrival_label,visitor,"Field label for expected arrival",False,"Dự kiến đến","Expected arrival"
x2.resident_app,visitor.expected_leave_label,visitor,"Field label for expected departure",False,"Dự kiến về","Expected departure"
x2.resident_app,visitor.open_access_code,visitor,"Slip action to open the access code",False,"Mở mã ra vào","Open access code"
x2.resident_app,visitor.timeline_submitted,visitor,"Timeline step: registration submitted",False,"Đã gửi đăng ký","Registration submitted"
x2.resident_app,visitor.timeline_resident_cancelled,visitor,"Timeline step: cancelled by resident",False,"Cư dân đã huỷ","Cancelled by resident"
x2.resident_app,visitor.timeline_rejected,visitor,"Timeline step: rejected by management",False,"Ban quản lý từ chối","Rejected by management"
x2.resident_app,visitor.rejected_reason_note,visitor,"Note under a rejected timeline step",False,"Xem lý do trong khung trao đổi với Ban quản lý.","See the reason in the discussion with the management."
x2.resident_app,visitor.timeline_approved,visitor,"Timeline step: approved by management",False,"Ban quản lý duyệt","Approved by management"
x2.resident_app,visitor.timeline_checked_in,visitor,"Timeline step: visitor entered the building",False,"Khách vào toà","Visitor entered the building"
x2.resident_app,visitor.timeline_checked_out,visitor,"Timeline step: visitor left the building",False,"Khách rời toà","Visitor left the building"
x2.resident_app,visitor.cancel_confirm_message2,visitor,"Confirm dialog message on the detail screen",False,"Mã ra vào {code} sẽ không dùng được nữa.","Access code {code} will no longer work."
x2.resident_app,visitor.registration_cancelled_notice,visitor,"Snackbar after cancelling from the detail screen",False,"Đã huỷ đăng ký.","Registration cancelled."
x2.resident_app,visitor.access_code_copied,visitor,"Snackbar after copying the access code on the pass screen",False,"Đã chép mã ra vào.","Access code copied."
x2.resident_app,visitor.copy_code,visitor,"Button to copy the access code",False,"Chép mã","Copy code"
x2.resident_app,visitor.guest_label,visitor,"Pass field label for the visitor name",False,Khách,Visitor
x2.resident_app,visitor.plate_short,visitor,"Pass field label for the plate",False,"Biển số",Plate
x2.resident_app,visitor.pass_instruction,visitor,"Instruction text under the QR pass",False,"Đưa mã này cho khách. Bảo vệ quét mã ở cổng để đối chiếu thông tin đã đăng ký.","Show this code to your visitor. Security scans it at the gate to verify the registered details."
x2.resident_app,visitor.pass_pending,visitor,"Banner when the pass is awaiting approval",False,"Phiếu đang chờ Ban quản lý duyệt — mã chưa dùng được.","The slip is awaiting management approval — the code can't be used yet."
x2.resident_app,visitor.pass_rejected,visitor,"Banner when the pass was rejected",False,"Phiếu đã bị từ chối. Mã này không quét được.","The slip was rejected. This code can't be scanned."
x2.resident_app,visitor.pass_cancelled,visitor,"Banner when the pass was cancelled",False,"Phiếu đã huỷ. Mã này không quét được.","The slip was cancelled. This code can't be scanned."
x2.resident_app,visitor.pass_checked_out,visitor,"Banner when the visitor has left",False,"Khách đã rời toà. Mã đã dùng xong.","The visitor has left. This code has been used."
x2.resident_app,visitor.pass_invalid,visitor,"Banner for an otherwise invalid pass",False,"Mã hiện không có hiệu lực.","This code is currently not valid."
x2.resident_app,billing.invoices_and_debts,billing,"Statements list screen title",False,"Hóa đơn & Công nợ","Invoices & Debts"
x2.resident_app,billing.load_statements_failed,billing,"Error title when statements list fails to load",False,"Không tải được hóa đơn","Couldn't load invoices"
x2.resident_app,billing.please_try_again,billing,"Generic retry message under error states",False,"Vui lòng thử lại.","Please try again."
x2.resident_app,billing.other_period,billing,"Fallback group header for statements with no period label",False,Khác,Other
x2.resident_app,billing.ai_pay_before_hint,billing,"AI hint to pay before the nearest due date",False,"X2 AI gợi ý thanh toán trước {date} để tránh quá hạn","X2 AI suggests paying before {date} to avoid overdue charges"
x2.resident_app,billing.no_invoices_title,billing,"Empty state title on statements list",False,"Không có hóa đơn","No invoices"
x2.resident_app,billing.no_invoices_in_filter,billing,"Empty state message when a filter has no statements",False,"Chưa có hóa đơn nào ở mục này.","No invoices in this section yet."
x2.resident_app,billing.view_by_statement,billing,"View switch segment: group by statement",False,"Theo bảng kê","By statement"
x2.resident_app,billing.view_by_service,billing,"View switch segment: group by service",False,"Theo dịch vụ","By service"
x2.resident_app,billing.total_outstanding_caps,billing,"Uppercase summary label for total outstanding",False,"TỔNG CÔNG NỢ","TOTAL OUTSTANDING"
x2.resident_app,billing.due_date_value,billing,"Due date line with the date value",False,"Hạn thanh toán: {date}","Due date: {date}"
x2.resident_app,billing.account_value,billing,"Account line with the account label value",False,"Tài khoản: {account}","Account: {account}"
x2.resident_app,billing.six_month_trend,billing,"Uppercase label above the 6-month trend chart",False,"XU HƯỚNG 6 THÁNG","6-MONTH TREND"
x2.resident_app,billing.unpaid,billing,"Filter pill and status label for unpaid statements",False,"Chưa thanh toán",Unpaid
x2.resident_app,billing.total_value,billing,"Statement card total-charged amount line",False,"Tổng {amount}","Total {amount}"
x2.resident_app,billing.invoice_code_value,billing,"Statement card invoice code line",False,"Mã HĐ: {code}","Invoice no.: {code}"
x2.resident_app,billing.due_short_value,billing,"Short due date line on statement/month rows",False,"Hạn TT: {date}","Due: {date}"
x2.resident_app,billing.total_count_invoices,billing,"Total row summarizing invoice count",False,"Tổng cộng {count} hóa đơn","{count} invoices in total"
x2.resident_app,billing.load_statement_failed,billing,"Error title when a single statement fails to load",False,"Không tải được bảng kê","Couldn't load statement"
x2.resident_app,billing.not_found_title,billing,"Empty state title when statement is missing",False,"Không tìm thấy","Not found"
x2.resident_app,billing.statement_not_found,billing,"Empty state message when statement does not exist",False,"Bảng kê không tồn tại.","This statement doesn't exist."
x2.resident_app,billing.remaining_to_pay,billing,"Sticky pay bar label for remaining amount",False,"Còn phải thanh toán","Remaining to pay"
x2.resident_app,billing.apartment_value,billing,"Statement header apartment line",False,"Căn hộ: {apartment}","Apartment: {apartment}"
x2.resident_app,billing.statement_code_value,billing,"Statement header statement code line",False,"Mã bảng kê: {code}","Statement no.: {code}"
x2.resident_app,billing.invoice_period,billing,"Statement detail date block label for billing period",False,"Kỳ hóa đơn","Billing period"
x2.resident_app,billing.previous_debt,billing,"Fee family breakdown column: previous debt",False,"Nợ trước","Previous debt"
x2.resident_app,billing.current_charges,billing,"Fee family breakdown column: charges this period",False,"Phát sinh",Charges
x2.resident_app,billing.paid_short,billing,"Fee family breakdown column: paid",False,"Đã trả",Paid
x2.resident_app,billing.outstanding,billing,"Fee family breakdown column: outstanding",False,"Còn nợ",Outstanding
x2.resident_app,billing.meter_reading,billing,"Line detail label for meter reading",False,"Chỉ số",Reading
x2.resident_app,billing.total_remaining_to_pay,billing,"Grand total card label in statement detail",False,"Tổng còn phải thanh toán","Total remaining to pay"
x2.resident_app,billing.fee_details,billing,"Flat line list section title",False,"Chi tiết khoản phí","Fee details"
x2.resident_app,billing.amount_column,billing,"Column header for the amount column (đ)",False,"Thành tiền (đ)","Amount (đ)"
x2.resident_app,billing.total_payment,billing,"Flat line list total label",False,"Tổng thanh toán",Total
x2.resident_app,billing.select_month_to_pay,billing,"Snackbar when no month is selected to pay",False,"Hãy chọn ít nhất một tháng để thanh toán.","Please select at least one month to pay."
x2.resident_app,billing.allocation_failed,billing,"Snackbar when allocation preview cannot be computed",False,"Không tính được phân bổ, thử lại.","Couldn't compute the allocation, please try again."
x2.resident_app,billing.paid_with_overflow,billing,"Snackbar confirming payment with surplus to asset wallet",False,"Đã trả {paid} · dư {overflow} vào ví tài sản","Paid {paid} · {overflow} surplus to the asset wallet"
x2.resident_app,billing.paid_amount_snack,billing,"Snackbar confirming payment amount",False,"Đã trả {paid}","Paid {paid}"
x2.resident_app,billing.payment_failed_retry,billing,"Snackbar when a debt payment fails",False,"Thanh toán thất bại, vui lòng thử lại.","Payment failed, please try again."
x2.resident_app,billing.debt_by_service_title,billing,"Debt-by-service screen title",False,"Công nợ theo dịch vụ","Debt by service"
x2.resident_app,billing.filter,billing,"Filter icon tooltip",False,"Bộ lọc",Filters
x2.resident_app,billing.load_debt_failed,billing,"Error title when debt tree fails to load",False,"Không tải được công nợ","Couldn't load debt"
x2.resident_app,billing.no_debt_title,billing,"Empty state title when there is no debt",False,"Không có công nợ","No outstanding debt"
x2.resident_app,billing.no_debt_message,billing,"Empty state message when there is no service debt",False,"Bạn chưa có khoản phí dịch vụ nào còn nợ.","You have no outstanding service fees."
x2.resident_app,billing.select_all_visible,billing,"Select-all row label for shown debt items",False,"Chọn tất cả khoản đang hiển thị","Select all shown items"
x2.resident_app,billing.items_count,billing,"Count of selected debt items",False,"{count} khoản","{count} items"
x2.resident_app,billing.no_items_match_filter,billing,"Message when no fees match the current filter",False,"Không có khoản phí nào khớp bộ lọc.","No fees match the filter."
x2.resident_app,billing.total_service_debt_caps,billing,"Uppercase total label for service debt",False,"TỔNG CÔNG NỢ DỊCH VỤ","TOTAL SERVICE DEBT"
x2.resident_app,billing.select_months_hint,billing,"Hint to pick months to pay in advance",False,"Chọn các tháng bên dưới để thanh toán trước.","Select the months below to pay in advance."
x2.resident_app,billing.outstanding_value,billing,"Outstanding amount line with value",False,"Còn nợ {amount}","Outstanding {amount}"
x2.resident_app,billing.month_value,billing,"Month row label with period",False,"Tháng {period}","Month {period}"
x2.resident_app,billing.no_month_selected,billing,"Pay bar hint when no month is selected",False,"Chưa chọn tháng nào","No month selected"
x2.resident_app,billing.months_selected,billing,"Pay bar hint showing count of selected months",False,"Đã chọn {count} tháng","{count} month(s) selected"
x2.resident_app,billing.debt_filter_title,billing,"Debt filter bottom sheet title",False,"Bộ lọc công nợ","Debt filters"
x2.resident_app,billing.fee_group,billing,"Filter field label: fee group (family)",False,"Loại phí","Fee group"
x2.resident_app,billing.category,billing,"Filter field label: category (fee type)",False,"Danh mục",Category
x2.resident_app,billing.select_fee_group_first,billing,"Filter category placeholder when no fee group chosen",False,"Chọn loại phí trước","Select a fee group first"
x2.resident_app,billing.month,billing,"Filter field label: month",False,Tháng,Month
x2.resident_app,billing.time_range,billing,"Filter section label: time range",False,"Khoảng thời gian","Time range"
x2.resident_app,billing.from_month,billing,"Time range field: from month",False,"Từ tháng","From month"
x2.resident_app,billing.to_month,billing,"Time range field: to month",False,"Đến tháng","To month"
x2.resident_app,billing.reset,billing,"Reset filter button",False,"Đặt lại",Reset
x2.resident_app,billing.apply_filter,billing,"Apply filter button",False,"Áp dụng bộ lọc","Apply filters"
x2.resident_app,billing.none_option,billing,"Option to clear a period selection",False,"Không chọn",None
x2.resident_app,billing.apartment_wallet,billing,"Wallet screen title",False,"Ví căn hộ","Apartment wallet"
x2.resident_app,billing.load_wallet_failed,billing,"Error title when wallet fails to load",False,"Không tải được ví","Couldn't load wallet"
x2.resident_app,billing.no_wallet_title,billing,"Empty state title when no wallet exists",False,"Chưa có ví","No wallet"
x2.resident_app,billing.no_wallet_message,billing,"Empty state message when no wallet exists",False,"Căn hộ chưa được mở ví. Liên hệ BQL để được hỗ trợ.","No wallet has been opened for this apartment. Contact the management board for help."
x2.resident_app,billing.buckets,billing,"Wallet section header: buckets",False,"Các ngăn",Buckets
x2.resident_app,billing.debt_by_service_section,billing,"Wallet section header: debt by service",False,"Nợ theo dịch vụ","Debt by service"
x2.resident_app,billing.no_debt_celebrate,billing,"Wallet hint when no debt remains",False,"Không còn khoản nợ nào. 🎉","No debt left. 🎉"
x2.resident_app,billing.recent_transactions,billing,"Wallet section header: recent transactions",False,"Giao dịch gần đây","Recent transactions"
x2.resident_app,billing.load_transactions_failed,billing,"Wallet hint when transactions fail to load",False,"Không tải được giao dịch.","Couldn't load transactions."
x2.resident_app,billing.no_transactions,billing,"Wallet hint when there are no transactions",False,"Chưa có giao dịch.","No transactions yet."
x2.resident_app,billing.available_balance,billing,"Wallet balance hero label",False,"Số dư khả dụng","Available balance"
x2.resident_app,billing.general_fund,billing,"Wallet mini stat: general fund",False,"Quỹ chung","General fund"
x2.resident_app,billing.in_buckets,billing,"Wallet mini stat: amount held in buckets",False,"Trong các ngăn","In buckets"
x2.resident_app,billing.priority_fee_due,billing,"Critical banner fallback when priority fee is due",False,"Có khoản phí ưu tiên đang nợ.","You have an outstanding priority fee."
x2.resident_app,billing.bucket_group,billing,"Wallet bucket subtitle: fee-group bucket",False,"Ngăn nhóm phí","Fee-group bucket"
x2.resident_app,billing.bucket_specific,billing,"Wallet bucket subtitle: specific-fee bucket",False,"Ngăn phí cụ thể","Specific-fee bucket"
x2.resident_app,billing.priority,billing,"Priority chip on critical debt row",False,"Ưu tiên",Priority
x2.resident_app,billing.parking_fee,billing,"Fee category label: parking",False,"Phí gửi xe","Parking fee"
x2.resident_app,billing.electricity_water,billing,"Fee category label: electricity / water",False,"Điện / Nước","Electricity / Water"
x2.resident_app,billing.service_fee,billing,"Fee category label: service",False,"Phí dịch vụ","Service fee"
x2.resident_app,billing.remaining_debt_value,billing,"Claim screen remaining-debt line with value",False,"Còn nợ: {amount}","Outstanding: {amount}"
x2.resident_app,payment.submit_transfer_proof,payment,"Statement detail button to submit transfer proof",False,"Nộp chứng từ chuyển khoản","Submit transfer proof"
x2.resident_app,payment.transfer,payment,"Payment method option: bank transfer (QR)",False,"Chuyển khoản","Bank transfer"
x2.resident_app,payment.bank,payment,"Payment method option: linked bank",False,"Ngân hàng",Bank
x2.resident_app,payment.apartment_value,payment,"Payment summary apartment line (no colon)",False,"Căn hộ {apartment}","Apartment {apartment}"
x2.resident_app,payment.period_value,payment,"Payment summary period line",False,"Kỳ {period}","Period {period}"
x2.resident_app,payment.not_available_yet,payment,"Payment method disabled label",False,"Chưa khả dụng","Not available yet"
x2.resident_app,payment.selected,payment,"Payment method selected badge",False,"Được chọn",Selected
x2.resident_app,payment.pay_at_reception,payment,"Cash panel instruction to pay at reception",False,"Liên hệ nộp tại lễ tân dự án.","Pay in person at the project reception."
x2.resident_app,payment.cash_claim_hint,payment,"Cash panel hint to request confirmation after paying",False,"Nếu đã nộp rồi mà chưa được xác nhận, vui lòng bấm vào đây để yêu cầu xác nhận.","If you've already paid but it isn't confirmed yet, tap here to request confirmation."
x2.resident_app,payment.claim_confirm,payment,"Button to request payment confirmation (claim)",False,"Claim xác nhận","Request confirmation"
x2.resident_app,payment.gateway_pending_config,payment,"Notice when the payment gateway is not configured",False,"Cổng thanh toán đang chờ cấu hình.","The payment gateway is awaiting configuration."
x2.resident_app,payment.processing_retry,payment,"Notice while gateway is processing",False,"Đang xử lý, vui lòng thử lại.","Processing, please try again."
x2.resident_app,payment.already_paid,payment,"Notice when invoice was already paid",False,"Hóa đơn này đã được thanh toán.","This invoice has already been paid."
x2.resident_app,payment.method_unavailable,payment,"Notice when method is unavailable for the project",False,"Phương thức không khả dụng cho dự án của bạn.","This method isn't available for your project."
x2.resident_app,payment.method_pending_config,payment,"Notice when the method is awaiting configuration",False,"Phương thức đang chờ cấu hình.","This method is awaiting configuration."
x2.resident_app,payment.transaction_history,payment,"Payments history screen title",False,"Lịch sử giao dịch","Transaction history"
x2.resident_app,payment.load_history_failed,payment,"Error title when payment history fails to load",False,"Không tải được lịch sử","Couldn't load history"
x2.resident_app,payment.no_transactions_title,payment,"Empty state title on payments history",False,"Chưa có giao dịch","No transactions"
x2.resident_app,payment.no_transactions_message,payment,"Empty state message on payments history",False,"Các thanh toán của bạn sẽ hiển thị ở đây.","Your payments will appear here."
x2.resident_app,payment.transaction,payment,"Fallback label for a transaction",False,"Giao dịch",Transaction
x2.resident_app,payment.transaction_code_value,payment,"Payment card transaction code line",False,"Mã GD: {code}","Transaction no.: {code}"
x2.resident_app,payment.load_detail_failed,payment,"Message when payment detail fails to load",False,"Không tải được chi tiết giao dịch.","Couldn't load transaction details."
x2.resident_app,payment.transaction_not_found,payment,"Message when payment is not found",False,"Không tìm thấy giao dịch.","Transaction not found."
x2.resident_app,payment.payment_slip,payment,"Payment slip screen/app bar title",False,"Phiếu thanh toán","Payment slip"
x2.resident_app,payment.code_value,payment,"Payment slip subtitle showing code",False,"Mã {code}","No. {code}"
x2.resident_app,payment.transaction_code,payment,"Slip field label: transaction code",False,"Mã giao dịch","Transaction no."
x2.resident_app,payment.amount_label,payment,"Field/label for an amount value",False,"Số tiền",Amount
x2.resident_app,payment.method,payment,"Slip field label: payment method",False,"Phương thức",Method
x2.resident_app,payment.reference_code,payment,"Slip field label: reference code",False,"Mã tham chiếu",Reference
x2.resident_app,payment.time,payment,"Slip field label: time",False,"Thời gian",Time
x2.resident_app,payment.allocation_to_invoices,payment,"Slip section title: allocation to invoices",False,"Phân bổ vào hoá đơn","Allocation to invoices"
x2.resident_app,payment.tl_submitted_proof,payment,"Timeline step: resident submitted transfer proof",False,"Bạn đã gửi chứng từ chuyển khoản","You submitted transfer proof"
x2.resident_app,payment.tl_management_rejected,payment,"Timeline step: management rejected the claim",False,"Ban quản lý từ chối","The management board rejected it"
x2.resident_app,payment.tl_proof_mismatch,payment,"Timeline note when proof does not match statement",False,"Chứng từ không khớp với sao kê. Vui lòng kiểm tra và gửi lại.","The proof doesn't match the bank statement. Please check and resubmit."
x2.resident_app,payment.tl_reconciling,payment,"Timeline step: management reconciling statement",False,"Ban quản lý đang đối chiếu sao kê","The management board is reconciling the bank statement"
x2.resident_app,payment.tl_payment_confirmed,payment,"Timeline step: management confirmed receipt",False,"Ban quản lý đã xác nhận nhận được tiền","The management board confirmed receipt of payment"
x2.resident_app,payment.tl_reconcile_note,payment,"Timeline note about reconciliation time",False,"Thường trong 1 ngày làm việc. Công nợ sẽ giảm sau khi được xác nhận.","Usually within one business day. Your balance drops after confirmation."
x2.resident_app,payment.tl_receipt_issued,payment,"Timeline step: receipt issued",False,"Đã phát hành biên lai","Receipt issued"
x2.resident_app,payment.tl_initiated,payment,"Timeline step: transaction initiated",False,"Đã khởi tạo giao dịch","Transaction initiated"
x2.resident_app,payment.tl_failed,payment,"Timeline step: transaction failed",False,"Giao dịch thất bại","Transaction failed"
x2.resident_app,payment.tl_failed_note,payment,"Timeline note on a failed transaction",False,"Tiền chưa bị trừ, hoặc sẽ được hoàn theo quy định của ngân hàng.","No money was deducted, or it will be refunded per the bank's rules."
